cntry,year,sex,e0,edagger,kentro
ESP,1983,male,72.95,12.09,1.80
ESP,1984,female,79.67,10.25,2.05
ESP,1984,male,73.19,12.15,1.80
ESP,1985,female,79.65,10.03,2.07
ESP,1985,male,73.08,12.02,1.80
ESP,1986,female,79.89,10.11,2.07
ESP,1986,male,73.43,12.14,1.80
ESP,1987,female,80.22,10.17,2.07
ESP,1987,male,73.59,12.30,1.79
ESP,1988,female,80.28,10.10,2.07
ESP,1988,male,73.55,12.25,1.79
ESP,1989,female,80.49,10.02,2.08
ESP,1989,male,73.46,12.40,1.78
ESP,1990,female,80.55,9.99,2.09
ESP,1990,male,73.42,12.36,1.78
ESP,1991,female,80.74,9.94,2.09
ESP,1991,male,73.50,12.42,1.78
ESP,1992,female,81.25,9.92,2.10
ESP,1992,male,73.90,12.46,1.78
ESP,1993,female,81.32,9.83,2.11
ESP,1993,male,74.10,12.27,1.80
ESP,1994,female,81.71,9.78,2.12
ESP,1994,male,74.49,12.21,1.81
ESP,1995,female,81.84,9.72,2.13
ESP,1995,male,74.56,12.15,1.81
ESP,1996,female,82.00,9.65,2.14
ESP,1996,male,74.68,12.10,1.82
ESP,1997,female,82.35,9.54,2.16
ESP,1997,male,75.32,11.78,1.86
ESP,1998,female,82.42,9.37,2.17
ESP,1998,male,75.45,11.55,1.88
ESP,1999,female,82.44,9.29,2.18
ESP,1999,male,75.46,11.46,1.88
ESP,2000,female,82.85,9.36,2.18
ESP,2000,male,75.97,11.55,1.88
ESP,2001,female,83.17,9.34,2.19
ESP,2001,male,76.30,11.47,1.90
ESP,2002,female,83.25,9.22,2.20
ESP,2002,male,76.41,11.43,1.90
ESP,2003,female,83.08,9.13,2.21
ESP,2003,male,76.43,11.29,1.91
ESP,2004,female,83.66,9.16,2.21
ESP,2004,male,76.99,11.27,1.92
ESP,2005,female,83.62,9.02,2.23
ESP,2005,male,77.04,11.11,1.94
ESP,2006,female,84.22,9.08,2.23
ESP,2006,male,77.71,11.14,1.94
ESP,2007,female,84.18,9.03,2.23
ESP,2007,male,77.78,11.00,1.96
ESP,2008,female,84.36,8.99,2.24
ESP,2008,male,78.21,10.91,1.97
ESP,2009,female,84.65,8.96,2.25
ESP,2009,male,78.59,10.80,1.98
ESP,2010,female,85.01,8.93,2.25
ESP,2010,male,79.01,10.72,2.00
ESP,2011,female,85.10,8.94,2.25
ESP,2011,male,79.26,10.68,2.00
ESP,2012,female,85.07,8.76,2.27
ESP,2012,male,79.33,10.50,2.02
EST,1959,female,71.93,13.15,1.70
EST,1959,male,64.36,15.25,1.44
EST,1960,female,73.02,12.62,1.76
EST,1960,male,64.68,15.37,1.44
EST,1961,female,73.29,12.21,1.79
EST,1961,male,65.09,14.88,1.48
EST,1962,female,73.16,12.00,1.81
EST,1962,male,65.58,14.38,1.52
EST,1963,female,73.55,12.40,1.78
EST,1963,male,65.31,14.68,1.49
EST,1964,female,74.04,12.39,1.79
EST,1964,male,66.30,14.78,1.50
EST,1965,female,74.24,11.74,1.84
EST,1965,male,66.29,14.15,1.54
EST,1966,female,74.29,11.65,1.85
EST,1966,male,66.22,14.26,1.54
EST,1967,female,74.72,11.63,1.86
EST,1967,male,66.35,14.22,1.54
EST,1968,female,74.46,11.82,1.84
EST,1968,male,65.91,14.39,1.52
EST,1969,female,74.43,11.41,1.88
EST,1969,male,65.37,14.39,1.51
EST,1970,female,74.55,11.47,1.87
EST,1970,male,65.50,14.45,1.51
EST,1971,female,74.79,11.64,1.86
EST,1971,male,65.69,14.47,1.51
EST,1972,female,74.64,11.64,1.86
EST,1972,male,65.43,14.57,1.50
EST,1973,female,74.66,11.71,1.85
EST,1973,male,66.01,14.22,1.54
EST,1974,female,75.06,11.77,1.85
EST,1974,male,65.85,14.52,1.51
EST,1975,female,74.75,11.54,1.87
EST,1975,male,64.91,14.76,1.48
EST,1976,female,74.40,11.53,1.86
EST,1976,male,64.52,14.65,1.48
EST,1977,female,74.49,11.78,1.84
EST,1977,male,64.65,15.02,1.46
EST,1978,female,74.54,11.48,1.87
EST,1978,male,64.31,14.80,1.47
EST,1979,female,74.21,11.81,1.84
EST,1979,male,64.15,14.89,1.46
EST,1980,female,74.28,11.84,1.84
EST,1980,male,64.21,14.74,1.47
EST,1981,female,74.13,12.07,1.82
EST,1981,male,64.10,14.80,1.47
EST,1982,female,74.72,11.82,1.84
EST,1982,male,64.58,14.94,1.46
EST,1983,female,74.83,11.70,1.86
EST,1983,male,64.35,15.11,1.45
EST,1984,female,74.28,11.65,1.85
EST,1984,male,64.60,14.53,1.49
EST,1985,female,74.48,11.46,1.87
EST,1985,male,64.66,14.30,1.51
EST,1986,female,75.10,11.54,1.87
EST,1986,male,66.17,13.90,1.56
EST,1987,female,75.05,11.42,1.88
EST,1987,male,66.29,13.89,1.56
EST,1988,female,75.01,11.34,1.89
EST,1988,male,66.44,13.74,1.58
EST,1989,female,74.90,11.77,1.85
EST,1989,male,65.70,14.45,1.51
EST,1990,female,74.90,11.57,1.87
EST,1990,male,64.69,14.51,1.49
EST,1991,female,74.97,11.46,1.88
EST,1991,male,64.47,14.65,1.48
EST,1992,female,74.78,11.68,1.86
EST,1992,male,63.52,14.96,1.45
EST,1993,female,74.07,11.91,1.83
EST,1993,male,62.47,15.08,1.42
EST,1994,female,73.00,12.72,1.75
EST,1994,male,60.84,15.68,1.36
EST,1995,female,74.36,12.11,1.81
EST,1995,male,61.62,15.70,1.37
EST,1996,female,75.59,11.59,1.88
EST,1996,male,64.43,14.58,1.49
EST,1997,female,75.93,11.57,1.88
EST,1997,male,64.54,14.97,1.46
EST,1998,female,75.44,11.66,1.87
EST,1998,male,64.29,14.66,1.48
EST,1999,female,76.11,11.69,1.87
EST,1999,male,65.16,14.52,1.50
EST,2000,female,76.32,11.62,1.88
EST,2000,male,65.60,14.43,1.51
EST,2001,female,76.52,11.62,1.88
EST,2001,male,65.16,14.60,1.50
EST,2002,female,77.21,11.04,1.94
EST,2002,male,65.57,14.61,1.50
EST,2003,female,77.31,11.06,1.94
EST,2003,male,66.46,14.00,1.56
EST,2004,female,77.98,10.82,1.97
EST,2004,male,66.73,14.09,1.56
EST,2005,female,78.33,10.82,1.98
EST,2005,male,67.58,13.70,1.60
EST,2006,female,78.63,10.74,1.99
EST,2006,male,67.64,13.71,1.60
EST,2007,female,78.81,10.79,1.99
EST,2007,male,67.46,13.95,1.58
EST,2008,female,79.43,10.51,2.02
EST,2008,male,68.89,13.47,1.63
EST,2009,female,80.06,10.23,2.06
EST,2009,male,69.98,13.17,1.67
EST,2010,female,80.55,10.06,2.08
EST,2010,male,70.83,12.82,1.71
EST,2011,female,81.01,10.10,2.08
EST,2011,male,71.31,13.02,1.70
EST,2012,female,81.17,10.17,2.08
EST,2012,male,71.33,13.03,1.70
EST,2013,female,81.33,9.97,2.10
EST,2013,male,72.72,12.47,1.76
FIN,1878,female,40.08,27.43,0.38
FIN,1878,male,38.21,27.14,0.34
FIN,1879,female,46.09,25.61,0.59
FIN,1879,male,43.74,25.66,0.53
FIN,1880,female,41.11,26.50,0.44
FIN,1880,male,38.19,26.60,0.36
FIN,1881,female,38.94,27.60,0.34
FIN,1881,male,36.32,27.54,0.28
FIN,1882,female,41.90,27.47,0.42
FIN,1882,male,38.93,27.63,0.34
FIN,1883,female,44.33,26.27,0.52
FIN,1883,male,41.08,26.72,0.43
FIN,1884,female,44.40,26.00,0.54
FIN,1884,male,41.23,26.42,0.44
FIN,1885,female,42.47,26.78,0.46
FIN,1885,male,40.02,26.78,0.40
FIN,1886,female,42.24,26.86,0.45
FIN,1886,male,39.41,27.16,0.37
FIN,1887,female,46.67,25.34,0.61
FIN,1887,male,44.36,25.59,0.55
FIN,1888,female,46.26,24.88,0.62
FIN,1888,male,43.92,25.18,0.56
FIN,1889,female,46.33,25.21,0.61
FIN,1889,male,43.46,25.66,0.53
FIN,1890,female,46.11,25.61,0.59
FIN,1890,male,43.04,25.89,0.51
FIN,1891,female,43.90,26.40,0.51
FIN,1891,male,41.18,26.63,0.44
FIN,1892,female,41.28,26.60,0.44
FIN,1892,male,38.16,26.82,0.35
FIN,1893,female,44.96,25.30,0.57
FIN,1893,male,41.71,25.45,0.49
FIN,1894,female,46.39,25.34,0.60
FIN,1894,male,43.97,25.48,0.55
FIN,1895,female,49.23,24.35,0.70
FIN,1895,male,45.97,24.69,0.62
FIN,1896,female,47.74,24.97,0.65
FIN,1896,male,45.25,25.14,0.59
FIN,1897,female,49.42,24.23,0.71
FIN,1897,male,46.76,24.46,0.65
FIN,1898,female,49.30,24.67,0.69
FIN,1898,male,46.71,24.89,0.63
FIN,1899,female,45.62,25.76,0.57
FIN,1899,male,43.05,25.86,0.51
FIN,1900,female,43.18,26.79,0.48
FIN,1900,male,40.34,26.88,0.41
FIN,1901,female,44.13,26.50,0.51
FIN,1901,male,41.50,26.69,0.44
FIN,1902,female,47.53,25.03,0.64
FIN,1902,male,44.83,25.21,0.58
FIN,1903,female,48.05,25.31,0.64
FIN,1903,male,45.14,25.40,0.58
FIN,1904,female,48.41,24.70,0.67
FIN,1904,male,45.91,24.80,0.62
FIN,1905,female,47.55,25.26,0.63
FIN,1905,male,44.45,25.44,0.56
FIN,1906,female,48.67,25.26,0.66
FIN,1906,male,45.39,25.27,0.59
FIN,1907,female,48.57,24.44,0.69
FIN,1907,male,45.32,24.49,0.62
FIN,1908,female,47.66,24.77,0.65
FIN,1908,male,44.50,25.03,0.58
FIN,1909,female,50.12,24.25,0.73
FIN,1909,male,47.14,24.17,0.67
FIN,1910,female,49.90,24.62,0.71
FIN,1910,male,47.07,24.56,0.65
FIN,1911,female,50.40,24.03,0.74
FIN,1911,male,46.99,24.08,0.67
FIN,1912,female,50.74,23.60,0.77
FIN,1912,male,47.45,23.76,0.69
FIN,1913,female,50.75,23.71,0.76
FIN,1913,male,47.28,23.74,0.69
FIN,1914,female,51.28,23.57,0.78
FIN,1914,male,48.11,23.42,0.72
FIN,1915,female,51.08,23.21,0.79
FIN,1915,male,47.93,23.17,0.73
FIN,1916,female,49.73,23.86,0.73
FIN,1916,male,46.30,23.76,0.67
FIN,1917,female,48.33,23.95,0.70
FIN,1917,male,44.66,23.89,0.63
FIN,1918,female,43.59,25.42,0.54
FIN,1918,male,26.32,20.79,0.24
FIN,1919,female,45.58,25.44,0.58
FIN,1919,male,40.63,25.27,0.48
FIN,1920,female,49.91,24.57,0.71
FIN,1920,male,45.21,24.47,0.61
FIN,1921,female,54.75,21.79,0.92
FIN,1921,male,50.03,22.44,0.80
FIN,1922,female,54.15,21.95,0.90
FIN,1922,male,49.66,22.43,0.79
FIN,1923,female,54.93,22.18,0.91
FIN,1923,male,50.08,22.61,0.80
FIN,1924,female,52.64,22.42,0.85
FIN,1924,male,47.79,23.12,0.73
FIN,1925,female,55.98,21.48,0.96
FIN,1925,male,50.84,21.89,0.84
FIN,1926,female,56.25,21.20,0.98
FIN,1926,male,51.37,21.69,0.86
FIN,1927,female,54.40,21.96,0.91
FIN,1927,male,49.32,22.36,0.79
FIN,1928,female,56.18,21.23,0.97
FIN,1928,male,51.21,21.67,0.86
FIN,1929,female,53.82,21.86,0.90
FIN,1929,male,48.73,22.47,0.77
FIN,1930,female,57.03,20.85,1.01
FIN,1930,male,51.90,21.47,0.88
FIN,1931,female,57.27,20.15,1.04
FIN,1931,male,52.46,20.78,0.93
FIN,1932,female,58.23,20.34,1.05
FIN,1932,male,53.31,20.60,0.95
FIN,1933,female,58.17,19.98,1.07
FIN,1933,male,52.73,20.71,0.93
FIN,1934,female,58.69,20.07,1.07
FIN,1934,male,53.37,21.02,0.93
FIN,1935,female,59.94,19.21,1.14
FIN,1935,male,54.77,20.09,1.00
FIN,1936,female,58.50,19.19,1.11
FIN,1936,male,53.80,19.93,0.99
FIN,1937,female,59.82,19.12,1.14
FIN,1937,male,54.39,20.25,0.99
FIN,1938,female,59.75,19.12,1.14
FIN,1938,male,54.66,20.10,1.00
FIN,1939,female,59.80,18.81,1.16
FIN,1939,male,50.04,21.64,0.84
FIN,1940,female,57.86,19.65,1.08
FIN,1940,male,38.58,22.92,0.52
FIN,1941,female,60.77,18.56,1.19
FIN,1941,male,37.10,22.28,0.51
FIN,1942,female,61.53,17.98,1.23
FIN,1942,male,47.42,22.01,0.77
FIN,1943,female,61.94,18.29,1.22
FIN,1943,male,51.06,21.60,0.86
FIN,1944,female,59.19,19.59,1.11
FIN,1944,male,39.48,23.90,0.50
FIN,1945,female,61.14,19.08,1.16
FIN,1945,male,53.27,20.45,0.96
FIN,1946,female,64.38,17.36,1.31
FIN,1946,male,56.12,19.28,1.07
FIN,1947,female,64.57,16.75,1.35
FIN,1947,male,56.42,18.81,1.10
FIN,1948,female,65.98,15.83,1.43
FIN,1948,male,57.92,18.18,1.16
FIN,1949,female,66.12,14.95,1.49
FIN,1949,male,57.63,17.77,1.18
FIN,1950,female,67.92,14.17,1.57
FIN,1950,male,60.37,16.36,1.31
FIN,1951,female,68.84,13.39,1.64
FIN,1951,male,62.25,15.34,1.40
FIN,1952,female,69.49,13.15,1.66
FIN,1952,male,63.35,14.82,1.45
FIN,1953,female,69.75,12.75,1.70
FIN,1953,male,63.24,14.78,1.45
FIN,1954,female,70.65,12.55,1.73
FIN,1954,male,64.22,14.57,1.48
FIN,1955,female,70.66,12.30,1.75
FIN,1955,male,63.84,14.45,1.49
FIN,1956,female,71.17,12.24,1.76
FIN,1956,male,64.57,14.27,1.51
FIN,1957,female,70.60,12.53,1.73
FIN,1957,male,64.12,14.35,1.50
FIN,1958,female,71.71,11.87,1.80
FIN,1958,male,65.28,13.92,1.55
FIN,1959,female,72.16,11.85,1.81
FIN,1959,male,65.24,14.09,1.53
FIN,1960,female,72.39,11.47,1.84
FIN,1960,male,65.40,13.79,1.56
FIN,1961,female,72.24,11.45,1.84
FIN,1961,male,65.61,13.84,1.56
FIN,1962,female,72.24,11.20,1.86
FIN,1962,male,65.09,13.54,1.57
FIN,1963,female,72.68,11.28,1.86
FIN,1963,male,65.51,13.58,1.57
FIN,1964,female,72.96,11.06,1.89
FIN,1964,male,65.65,13.48,1.58
FIN,1965,female,72.85,10.82,1.91
FIN,1965,male,65.29,13.42,1.58
FIN,1966,female,73.17,10.95,1.90
FIN,1966,male,65.96,13.13,1.61
FIN,1967,female,73.59,10.89,1.91
FIN,1967,male,65.92,13.09,1.62
FIN,1968,female,73.56,10.72,1.93
FIN,1968,male,65.87,13.02,1.62
FIN,1969,female,73.56,10.79,1.92
FIN,1969,male,65.63,13.14,1.61
FIN,1970,female,74.40,10.72,1.94
FIN,1970,male,66.16,13.16,1.62
FIN,1971,female,74.31,10.65,1.94
FIN,1971,male,65.91,13.18,1.61
FIN,1972,female,75.02,10.54,1.96
FIN,1972,male,66.60,13.29,1.61
FIN,1973,female,75.68,10.51,1.97
FIN,1973,male,66.97,13.11,1.63
FIN,1974,female,75.55,10.59,1.96
FIN,1974,male,66.93,13.04,1.64
FIN,1975,female,76.14,10.57,1.97
FIN,1975,male,67.42,13.02,1.64
FIN,1976,female,76.32,10.54,1.98
FIN,1976,male,67.53,12.87,1.66
FIN,1977,female,76.95,10.45,2.00
FIN,1977,male,67.96,12.85,1.67
FIN,1978,female,77.42,10.31,2.02
FIN,1978,male,68.58,12.63,1.69
FIN,1979,female,77.54,10.43,2.01
FIN,1979,male,68.97,12.67,1.69
FIN,1980,female,77.85,10.13,2.04
FIN,1980,male,69.24,12.39,1.72
FIN,1981,female,78.10,10.11,2.04
FIN,1981,male,69.61,12.48,1.72
FIN,1982,female,78.59,10.26,2.04
FIN,1982,male,70.22,12.41,1.73
FIN,1983,female,78.36,10.30,2.03
FIN,1983,male,70.24,12.13,1.76
FIN,1984,female,78.76,10.22,2.04
FIN,1984,male,70.48,12.35,1.74
FIN,1985,female,78.51,9.96,2.06
FIN,1985,male,70.14,12.04,1.76
FIN,1986,female,78.76,10.04,2.06
FIN,1986,male,70.56,12.37,1.74
FIN,1987,female,78.71,10.18,2.05
FIN,1987,male,70.67,12.36,1.74
FIN,1988,female,78.69,10.13,2.05
FIN,1988,male,70.66,12.42,1.74
FIN,1989,female,78.90,10.06,2.06
FIN,1989,male,70.87,12.51,1.73
FIN,1990,female,78.88,10.10,2.06
FIN,1990,male,70.94,12.35,1.75
FIN,1991,female,79.32,10.02,2.07
FIN,1991,male,71.33,12.41,1.75
FIN,1992,female,79.44,10.01,2.07
FIN,1992,male,71.67,12.12,1.78
FIN,1993,female,79.47,9.62,2.11
FIN,1993,male,72.11,11.84,1.81
FIN,1994,female,80.15,9.75,2.11
FIN,1994,male,72.80,12.01,1.80
FIN,1995,female,80.21,9.70,2.11
FIN,1995,male,72.81,11.87,1.81
FIN,1996,female,80.55,9.54,2.13
FIN,1996,male,73.03,11.81,1.82
FIN,1997,female,80.51,9.63,2.12
FIN,1997,male,73.43,11.79,1.83
FIN,1998,female,80.84,9.63,2.13
FIN,1998,male,73.51,11.68,1.84
FIN,1999,female,81.02,9.54,2.14
FIN,1999,male,73.74,11.68,1.84
FIN,2000,female,81.02,9.58,2.14
FIN,2000,male,74.15,11.65,1.85
FIN,2001,female,81.53,9.43,2.16
FIN,2001,male,74.57,11.57,1.86
FIN,2002,female,81.53,9.31,2.17
FIN,2002,male,74.86,11.44,1.88
FIN,2003,female,81.81,9.32,2.17
FIN,2003,male,75.13,11.50,1.88
FIN,2004,female,82.27,9.54,2.15
FIN,2004,male,75.30,11.75,1.86
FIN,2005,female,82.29,9.73,2.14
FIN,2005,male,75.53,11.75,1.86
FIN,2006,female,82.82,9.45,2.17
FIN,2006,male,75.81,11.62,1.88
FIN,2007,female,82.86,9.40,2.18
FIN,2007,male,75.86,11.71,1.87
FIN,2008,female,83.00,9.37,2.18
FIN,2008,male,76.32,11.66,1.88
FIN,2009,female,83.11,9.44,2.18
FIN,2009,male,76.48,11.51,1.89
FIN,2010,female,83.24,9.30,2.19
FIN,2010,male,76.72,11.39,1.91
FIN,2011,female,83.53,9.20,2.21
FIN,2011,male,77.19,11.27,1.92
FIN,2012,female,83.43,9.28,2.20
FIN,2012,male,77.54,11.06,1.95
FRATNP,1816,female,41.07,26.62,0.43
FRATNP,1816,male,39.03,27.26,0.36
FRATNP,1817,female,40.19,26.92,0.40
FRATNP,1817,male,38.21,27.26,0.34
FRATNP,1818,female,39.06,27.27,0.36
FRATNP,1818,male,38.08,27.76,0.32
FRATNP,1819,female,37.90,27.76,0.31
FRATNP,1819,male,36.70,28.30,0.26
FRATNP,1820,female,39.94,26.81,0.40
FRATNP,1820,male,38.57,27.41,0.34
FRATNP,1821,female,40.39,27.44,0.39
FRATNP,1821,male,39.33,28.01,0.34
FRATNP,1822,female,38.99,27.97,0.33
FRATNP,1822,male,37.67,28.43,0.28
FRATNP,1823,female,40.78,27.48,0.39
FRATNP,1823,male,39.24,27.94,0.34
FRATNP,1824,female,39.92,27.94,0.36
FRATNP,1824,male,38.45,28.46,0.30
FRATNP,1825,female,39.03,27.84,0.34
FRATNP,1825,male,38.09,28.20,0.30
FRATNP,1826,female,38.29,27.55,0.33
FRATNP,1826,male,37.27,27.89,0.29
FRATNP,1827,female,40.10,27.25,0.39
FRATNP,1827,male,38.67,27.67,0.33
FRATNP,1828,female,38.27,27.66,0.32
FRATNP,1828,male,36.89,28.04,0.27
FRATNP,1829,female,40.24,26.81,0.41
FRATNP,1829,male,38.61,27.36,0.34
FRATNP,1830,female,40.33,26.79,0.41
FRATNP,1830,male,38.88,27.24,0.36
FRATNP,1831,female,40.54,26.93,0.41
FRATNP,1831,male,38.91,27.48,0.35
FRATNP,1832,female,36.50,26.49,0.32
FRATNP,1832,male,35.22,27.02,0.26
FRATNP,1833,female,39.56,27.23,0.37
FRATNP,1833,male,38.18,27.66,0.32
FRATNP,1834,female,35.76,28.03,0.24
FRATNP,1834,male,34.37,28.49,0.19
FRATNP,1835,female,40.42,26.94,0.41
FRATNP,1835,male,38.59,27.31,0.35
FRATNP,1836,female,42.76,26.50,0.48
FRATNP,1836,male,41.20,26.86,0.43
FRATNP,1837,female,39.97,26.12,0.43
FRATNP,1837,male,38.83,26.51,0.38
FRATNP,1838,female,39.97,27.08,0.39
FRATNP,1838,male,38.71,27.31,0.35
FRATNP,1839,female,41.53,26.92,0.43
FRATNP,1839,male,40.33,27.22,0.39
FRATNP,1840,female,41.14,26.47,0.44
FRATNP,1840,male,39.65,26.86,0.39
FRATNP,1841,female,41.74,26.81,0.44
FRATNP,1841,male,39.67,27.15,0.38
FRATNP,1842,female,40.88,26.72,0.43
FRATNP,1842,male,39.15,27.10,0.37
FRATNP,1843,female,41.39,26.79,0.44
FRATNP,1843,male,40.14,27.07,0.39
FRATNP,1844,female,42.94,26.32,0.49
FRATNP,1844,male,41.68,26.66,0.45
FRATNP,1845,female,44.19,26.02,0.53
FRATNP,1845,male,42.97,26.34,0.49
FRATNP,1846,female,41.29,26.89,0.43
FRATNP,1846,male,40.05,27.18,0.39
FRATNP,1847,female,41.18,26.07,0.46
FRATNP,1847,male,39.67,26.37,0.41
FRATNP,1848,female,41.10,26.40,0.44
FRATNP,1848,male,39.51,26.76,0.39
FRATNP,1849,female,36.67,26.85,0.31
FRATNP,1849,male,35.20,27.09,0.26
FRATNP,1850,female,43.97,25.90,0.53
FRATNP,1850,male,42.60,26.18,0.49
FRATNP,1851,female,42.37,26.47,0.47
FRATNP,1851,male,41.17,26.77,0.43
FRATNP,1852,female,41.92,26.63,0.45
FRATNP,1852,male,40.72,26.89,0.42
FRATNP,1853,female,43.21,25.78,0.52
FRATNP,1853,male,41.86,26.26,0.47
FRATNP,1854,female,36.98,26.53,0.33
FRATNP,1854,male,35.32,26.89,0.27
FRATNP,1855,female,39.46,26.43,0.40
FRATNP,1855,male,35.77,26.88,0.29
FRATNP,1856,female,41.28,26.82,0.43
FRATNP,1856,male,39.09,27.27,0.36
FRATNP,1857,female,40.12,27.07,0.39
FRATNP,1857,male,39.02,27.49,0.35
FRATNP,1858,female,40.02,26.65,0.41
FRATNP,1858,male,39.33,27.15,0.37
FRATNP,1859,female,35.88,28.20,0.24
FRATNP,1859,male,34.69,28.50,0.20
FRATNP,1860,female,43.84,26.00,0.52
FRATNP,1860,male,42.82,26.12,0.49
FRATNP,1861,female,40.88,27.30,0.40
FRATNP,1861,male,39.98,27.56,0.37
FRATNP,1862,female,43.29,26.43,0.49
FRATNP,1862,male,42.08,26.80,0.45
FRATNP,1863,female,42.35,26.78,0.46
FRATNP,1863,male,41.10,27.17,0.41
FRATNP,1864,female,42.70,26.31,0.48
FRATNP,1864,male,41.28,26.66,0.44
FRATNP,1865,female,40.86,26.81,0.42
FRATNP,1865,male,39.42,27.03,0.38
FRATNP,1866,female,42.55,26.11,0.49
FRATNP,1866,male,41.09,26.22,0.45
FRATNP,1867,female,43.12,26.28,0.50
FRATNP,1867,male,41.55,26.50,0.45
FRATNP,1868,female,41.11,26.96,0.42
FRATNP,1868,male,39.35,27.23,0.37
FRATNP,1869,female,42.13,26.58,0.46
FRATNP,1869,male,40.18,26.94,0.40
FRATNP,1870,female,38.34,26.79,0.36
FRATNP,1870,male,34.63,26.95,0.25
FRATNP,1871,female,32.42,27.10,0.18
FRATNP,1871,male,27.19,25.84,0.05
FRATNP,1872,female,43.75,26.61,0.50
FRATNP,1872,male,41.57,26.84,0.44
FRATNP,1873,female,42.72,26.62,0.47
FRATNP,1873,male,40.86,26.82,0.42
FRATNP,1874,female,45.29,25.85,0.56
FRATNP,1874,male,43.37,26.25,0.50
FRATNP,1875,female,44.05,25.77,0.54
FRATNP,1875,male,42.26,26.05,0.48
FRATNP,1876,female,44.65,25.86,0.55
FRATNP,1876,male,42.45,25.99,0.49
FRATNP,1877,female,45.31,25.84,0.56
