cntry,year,sex,e0,edagger,kentro
NOR,2003,male,77.03,10.63,1.98
NOR,2004,female,82.32,9.65,2.14
NOR,2004,male,77.50,10.63,1.99
NOR,2005,female,82.51,9.63,2.15
NOR,2005,male,77.72,10.49,2.00
NOR,2006,female,82.66,9.41,2.17
NOR,2006,male,78.11,10.52,2.00
NOR,2007,female,82.67,9.50,2.16
NOR,2007,male,78.23,10.25,2.03
NOR,2008,female,82.95,9.47,2.17
NOR,2008,male,78.31,10.27,2.03
NOR,2009,female,83.05,9.42,2.18
NOR,2009,male,78.59,10.40,2.02
NOR,2010,female,83.15,9.45,2.17
NOR,2010,male,78.84,10.27,2.04
NOR,2011,female,83.43,9.29,2.20
NOR,2011,male,78.99,10.31,2.04
NOR,2012,female,83.41,9.17,2.21
NOR,2012,male,79.41,10.04,2.07
NOR,2013,female,83.61,9.29,2.20
NOR,2013,male,79.65,10.10,2.07
NOR,2014,female,84.09,9.13,2.22
NOR,2014,male,80.02,9.98,2.08
NZL_NP,1948,female,70.83,14.21,1.61
NZL_NP,1948,male,66.97,14.63,1.52
NZL_NP,1949,female,70.74,14.15,1.61
NZL_NP,1949,male,67.27,14.69,1.52
NZL_NP,1950,female,71.24,13.61,1.66
NZL_NP,1950,male,67.41,14.17,1.56
NZL_NP,1951,female,71.44,13.11,1.70
NZL_NP,1951,male,66.98,14.49,1.53
NZL_NP,1952,female,71.49,13.53,1.66
NZL_NP,1952,male,67.39,14.44,1.54
NZL_NP,1953,female,72.70,13.27,1.70
NZL_NP,1953,male,67.92,14.37,1.55
NZL_NP,1954,female,72.85,12.98,1.72
NZL_NP,1954,male,68.00,14.06,1.58
NZL_NP,1955,female,72.99,12.92,1.73
NZL_NP,1955,male,68.13,14.19,1.57
NZL_NP,1956,female,73.28,12.74,1.75
NZL_NP,1956,male,68.37,13.56,1.62
NZL_NP,1957,female,73.02,12.61,1.76
NZL_NP,1957,male,67.71,13.74,1.60
NZL_NP,1958,female,73.48,12.67,1.76
NZL_NP,1958,male,68.44,13.85,1.60
NZL_NP,1959,female,73.39,12.54,1.77
NZL_NP,1959,male,68.33,13.52,1.62
NZL_NP,1960,female,73.95,12.41,1.78
NZL_NP,1960,male,68.67,13.48,1.63
NZL_NP,1961,female,73.67,12.38,1.78
NZL_NP,1961,male,68.37,13.64,1.61
NZL_NP,1962,female,74.12,12.15,1.81
NZL_NP,1962,male,68.48,13.26,1.64
NZL_NP,1963,female,74.23,12.16,1.81
NZL_NP,1963,male,68.52,13.11,1.65
NZL_NP,1964,female,74.31,11.95,1.83
NZL_NP,1964,male,68.49,13.05,1.66
NZL_NP,1965,female,74.31,12.10,1.82
NZL_NP,1965,male,68.33,13.35,1.63
NZL_NP,1966,female,74.32,11.99,1.82
NZL_NP,1966,male,68.07,13.16,1.64
NZL_NP,1967,female,74.67,12.20,1.81
NZL_NP,1967,male,68.41,13.57,1.62
NZL_NP,1968,female,74.29,12.12,1.81
NZL_NP,1968,male,68.12,13.10,1.65
NZL_NP,1969,female,74.75,12.05,1.83
NZL_NP,1969,male,68.41,13.08,1.65
NZL_NP,1970,female,74.49,12.09,1.82
NZL_NP,1970,male,68.16,13.22,1.64
NZL_NP,1971,female,74.99,12.09,1.82
NZL_NP,1971,male,68.66,13.06,1.66
NZL_NP,1972,female,74.75,11.96,1.83
NZL_NP,1972,male,69.02,12.94,1.67
NZL_NP,1973,female,75.14,11.86,1.85
NZL_NP,1973,male,68.44,13.25,1.64
NZL_NP,1974,female,75.13,12.05,1.83
NZL_NP,1974,male,68.91,13.05,1.66
NZL_NP,1975,female,75.55,11.97,1.84
NZL_NP,1975,male,69.03,13.11,1.66
NZL_NP,1976,female,75.67,11.95,1.85
NZL_NP,1976,male,69.30,12.74,1.69
NZL_NP,1977,female,75.58,12.13,1.83
NZL_NP,1977,male,68.89,13.12,1.66
NZL_NP,1978,female,76.43,12.06,1.85
NZL_NP,1978,male,69.76,13.06,1.68
NZL_NP,1979,female,76.48,11.90,1.86
NZL_NP,1979,male,69.81,12.90,1.69
NZL_NP,1980,female,75.80,11.98,1.84
NZL_NP,1980,male,70.04,12.36,1.73
NZL_NP,1981,female,76.89,11.82,1.87
NZL_NP,1981,male,70.49,12.73,1.71
NZL_NP,1982,female,76.88,11.86,1.87
NZL_NP,1982,male,70.67,12.61,1.72
NZL_NP,1983,female,76.94,11.83,1.87
NZL_NP,1983,male,70.81,12.55,1.73
NZL_NP,1984,female,77.67,11.70,1.89
NZL_NP,1984,male,71.16,12.58,1.73
NZL_NP,1985,female,76.84,11.45,1.90
NZL_NP,1985,male,70.98,12.30,1.75
NZL_NP,1986,female,77.36,11.61,1.90
NZL_NP,1986,male,70.97,12.58,1.73
NZL_NP,1987,female,77.15,11.60,1.90
NZL_NP,1987,male,71.31,12.47,1.74
NZL_NP,1988,female,77.60,11.36,1.92
NZL_NP,1988,male,71.42,12.52,1.74
NZL_NP,1989,female,77.99,11.37,1.93
NZL_NP,1989,male,71.82,12.56,1.74
NZL_NP,1990,female,78.36,11.41,1.93
NZL_NP,1990,male,72.48,12.56,1.75
NZL_NP,1991,female,78.85,11.25,1.95
NZL_NP,1991,male,73.26,12.38,1.78
NZL_NP,1992,female,79.30,11.01,1.97
NZL_NP,1992,male,73.11,12.05,1.80
NZL_NP,1993,female,79.18,11.13,1.96
NZL_NP,1993,male,73.76,11.95,1.82
NZL_NP,1994,female,79.65,11.00,1.98
NZL_NP,1994,male,74.14,11.73,1.84
NZL_NP,1995,female,79.46,11.02,1.98
NZL_NP,1995,male,74.06,11.78,1.84
NZL_NP,1996,female,79.34,11.00,1.98
NZL_NP,1996,male,74.23,11.75,1.84
NZL_NP,1997,female,80.06,10.83,2.00
NZL_NP,1997,male,74.61,11.84,1.84
NZL_NP,1998,female,80.79,10.86,2.01
NZL_NP,1998,male,75.46,11.76,1.86
NZL_NP,1999,female,80.37,10.54,2.03
NZL_NP,1999,male,75.39,11.46,1.88
NZL_NP,2000,female,81.20,10.69,2.03
NZL_NP,2000,male,76.04,11.51,1.89
NZL_NP,2001,female,80.99,10.38,2.05
NZL_NP,2001,male,76.26,11.17,1.92
NZL_NP,2002,female,81.08,10.32,2.06
NZL_NP,2002,male,76.57,11.11,1.93
NZL_NP,2003,female,81.35,10.28,2.07
NZL_NP,2003,male,76.86,11.12,1.93
NZL_NP,2004,female,81.37,10.21,2.08
NZL_NP,2004,male,77.26,10.95,1.95
NZL_NP,2005,female,82.13,10.18,2.09
NZL_NP,2005,male,77.88,11.19,1.94
NZL_NP,2006,female,82.04,9.96,2.11
NZL_NP,2006,male,77.96,11.00,1.96
NZL_NP,2007,female,82.18,10.08,2.10
NZL_NP,2007,male,78.04,11.10,1.95
NZL_NP,2008,female,82.26,9.93,2.11
NZL_NP,2008,male,78.24,11.00,1.96
NZL_NP,2009,female,82.52,9.98,2.11
NZL_NP,2009,male,78.59,10.97,1.97
NZL_NP,2010,female,82.96,9.92,2.12
NZL_NP,2010,male,79.16,10.91,1.98
NZL_NP,2011,female,82.62,9.78,2.13
NZL_NP,2011,male,79.09,10.80,1.99
NZL_NP,2012,female,83.05,9.62,2.16
NZL_NP,2012,male,79.31,10.70,2.00
NZL_NP,2013,female,83.42,9.76,2.15
NZL_NP,2013,male,79.80,10.72,2.01
POL,1958,female,68.63,15.46,1.49
POL,1958,male,63.03,17.13,1.30
POL,1959,female,68.34,15.25,1.50
POL,1959,male,62.62,16.86,1.31
POL,1960,female,70.63,14.37,1.59
POL,1960,male,64.81,16.01,1.40
POL,1961,female,70.81,14.12,1.61
POL,1961,male,64.86,15.88,1.41
POL,1962,female,70.54,13.90,1.62
POL,1962,male,64.55,15.67,1.42
POL,1963,female,71.52,13.76,1.65
POL,1963,male,65.41,15.61,1.43
POL,1964,female,71.61,13.43,1.67
POL,1964,male,65.75,15.12,1.47
POL,1965,female,72.36,13.09,1.71
POL,1965,male,66.40,14.83,1.50
POL,1966,female,72.86,12.94,1.73
POL,1966,male,66.72,14.76,1.51
POL,1967,female,72.67,12.63,1.75
POL,1967,male,66.34,14.58,1.52
POL,1968,female,73.39,12.59,1.76
POL,1968,male,66.89,14.48,1.53
POL,1969,female,72.97,12.53,1.76
POL,1969,male,66.31,14.36,1.53
POL,1970,female,73.12,12.41,1.77
POL,1970,male,66.42,14.38,1.53
POL,1971,female,73.17,12.22,1.79
POL,1971,male,66.02,14.08,1.54
POL,1972,female,74.20,12.07,1.82
POL,1972,male,67.29,14.18,1.56
POL,1973,female,74.33,11.87,1.83
POL,1973,male,67.17,13.97,1.57
POL,1974,female,74.70,11.73,1.85
POL,1974,male,67.80,13.76,1.59
POL,1975,female,74.34,11.74,1.85
POL,1975,male,67.04,13.97,1.57
POL,1976,female,74.56,11.71,1.85
POL,1976,male,66.86,13.99,1.56
POL,1977,female,74.61,11.83,1.84
POL,1977,male,66.60,14.18,1.55
POL,1978,female,74.65,11.65,1.86
POL,1978,male,66.44,14.04,1.55
POL,1979,female,74.98,11.71,1.86
POL,1979,male,66.80,14.07,1.56
POL,1980,female,74.50,11.54,1.86
POL,1980,male,66.06,14.00,1.55
POL,1981,female,75.29,11.68,1.86
POL,1981,male,67.14,13.95,1.57
POL,1982,female,75.26,11.72,1.86
POL,1982,male,67.30,13.93,1.58
POL,1983,female,75.17,11.52,1.88
POL,1983,male,67.08,13.84,1.58
POL,1984,female,74.94,11.41,1.88
POL,1984,male,66.84,13.73,1.58
POL,1985,female,74.76,11.29,1.89
POL,1985,male,66.51,13.55,1.59
POL,1986,female,75.08,11.27,1.90
POL,1986,male,66.76,13.53,1.60
POL,1987,female,75.15,11.31,1.89
POL,1987,male,66.81,13.53,1.60
POL,1988,female,75.55,11.38,1.89
POL,1988,male,67.08,13.58,1.60
POL,1989,female,75.43,11.40,1.89
POL,1989,male,66.72,13.77,1.58
POL,1990,female,75.28,11.57,1.87
POL,1990,male,66.26,13.99,1.56
POL,1991,female,75.10,11.49,1.88
POL,1991,male,65.88,13.97,1.55
POL,1992,female,75.53,11.40,1.89
POL,1992,male,66.47,13.88,1.57
POL,1993,female,75.82,11.10,1.92
POL,1993,male,67.14,13.49,1.60
POL,1994,female,76.08,11.12,1.92
POL,1994,male,67.46,13.52,1.61
POL,1995,female,76.42,10.98,1.94
POL,1995,male,67.60,13.48,1.61
POL,1996,female,76.60,10.82,1.96
POL,1996,male,68.05,13.24,1.64
POL,1997,female,76.99,10.77,1.97
POL,1997,male,68.36,13.26,1.64
POL,1998,female,77.34,10.72,1.98
POL,1998,male,68.73,13.23,1.65
POL,1999,female,77.46,10.64,1.98
POL,1999,male,68.68,13.15,1.65
POL,2000,female,77.95,10.60,2.00
POL,2000,male,69.57,12.99,1.68
POL,2001,female,78.33,10.55,2.00
POL,2001,male,70.00,12.93,1.69
POL,2002,female,78.73,10.50,2.02
POL,2002,male,70.30,12.94,1.69
POL,2003,female,78.85,10.36,2.03
POL,2003,male,70.48,12.77,1.71
POL,2004,female,79.19,10.43,2.03
POL,2004,male,70.62,12.94,1.70
POL,2005,female,79.30,10.40,2.03
POL,2005,male,70.75,12.95,1.70
POL,2006,female,79.55,10.44,2.03
POL,2006,male,70.90,13.05,1.69
POL,2007,female,79.63,10.41,2.03
POL,2007,male,70.92,13.04,1.69
POL,2008,female,79.82,10.35,2.04
POL,2008,male,71.21,13.00,1.70
POL,2009,female,79.92,10.29,2.05
POL,2009,male,71.48,12.83,1.72
PRT,1940,female,53.60,24.00,0.80
PRT,1940,male,49.09,24.00,0.72
PRT,1941,female,49.89,25.61,0.67
PRT,1941,male,45.86,25.22,0.60
PRT,1942,female,51.86,24.73,0.74
PRT,1942,male,47.70,24.63,0.66
PRT,1943,female,53.25,24.70,0.77
PRT,1943,male,48.67,24.67,0.68
PRT,1944,female,55.04,23.84,0.84
PRT,1944,male,49.64,23.81,0.73
PRT,1945,female,56.38,23.30,0.88
PRT,1945,male,51.06,23.32,0.78
PRT,1946,female,56.20,22.77,0.90
PRT,1946,male,50.99,22.84,0.80
PRT,1947,female,58.40,21.80,0.99
PRT,1947,male,53.42,22.18,0.88
PRT,1948,female,59.24,21.99,0.99
PRT,1948,male,54.03,22.46,0.88
PRT,1949,female,57.85,22.19,0.96
PRT,1949,male,52.71,22.61,0.85
PRT,1950,female,61.03,20.82,1.08
PRT,1950,male,55.79,21.44,0.96
PRT,1951,female,61.24,20.07,1.12
PRT,1951,male,55.98,20.84,0.99
PRT,1952,female,62.20,20.16,1.13
PRT,1952,male,57.17,20.89,1.01
PRT,1953,female,63.60,19.22,1.20
PRT,1953,male,58.33,20.24,1.06
PRT,1954,female,64.78,18.26,1.27
PRT,1954,male,59.43,19.23,1.13
PRT,1955,female,63.90,18.90,1.22
PRT,1955,male,58.67,19.70,1.09
PRT,1956,female,63.76,17.89,1.27
PRT,1956,male,58.46,18.87,1.13
PRT,1957,female,64.06,18.60,1.24
PRT,1957,male,58.67,19.58,1.10
PRT,1958,female,66.42,17.80,1.32
PRT,1958,male,60.88,19.01,1.16
PRT,1959,female,65.68,18.01,1.29
PRT,1959,male,59.99,19.24,1.14
PRT,1960,female,66.91,16.88,1.38
PRT,1960,male,61.28,18.25,1.21
PRT,1961,female,65.49,18.23,1.28
PRT,1961,male,59.94,19.44,1.13
PRT,1962,female,67.22,16.99,1.38
PRT,1962,male,61.26,18.44,1.20
PRT,1963,female,67.83,16.22,1.43
PRT,1963,male,61.91,17.55,1.26
PRT,1964,female,68.03,16.27,1.43
PRT,1964,male,62.16,17.66,1.26
PRT,1965,female,69.14,15.45,1.50
PRT,1965,male,62.93,16.98,1.31
PRT,1966,female,68.76,15.31,1.50
PRT,1966,male,62.36,16.92,1.30
PRT,1967,female,69.66,14.89,1.54
PRT,1967,male,63.23,16.64,1.33
PRT,1968,female,69.88,14.88,1.55
PRT,1968,male,63.61,16.56,1.35
PRT,1969,female,69.58,14.42,1.57
PRT,1969,male,63.15,16.05,1.37
PRT,1970,female,70.12,14.76,1.56
PRT,1970,male,63.88,16.44,1.36
PRT,1971,female,70.12,14.29,1.59
PRT,1971,male,63.49,16.12,1.37
PRT,1972,female,72.28,13.21,1.70
PRT,1972,male,65.93,15.03,1.48
PRT,1973,female,71.62,13.52,1.67
PRT,1973,male,65.42,15.18,1.46
PRT,1974,female,72.37,12.81,1.73
PRT,1974,male,65.80,14.71,1.50
PRT,1975,female,72.55,13.10,1.71
PRT,1975,male,65.14,15.31,1.45
PRT,1976,female,72.70,12.67,1.75
PRT,1976,male,65.46,14.72,1.49
PRT,1977,female,73.92,12.38,1.79
PRT,1977,male,66.70,14.36,1.54
PRT,1978,female,74.18,12.05,1.82
PRT,1978,male,67.34,14.16,1.56
PRT,1979,female,74.93,11.95,1.84
PRT,1979,male,68.17,14.06,1.58
PRT,1980,female,75.17,11.87,1.85
PRT,1980,male,68.11,14.03,1.58
PRT,1981,female,75.43,11.74,1.86
PRT,1981,male,68.31,13.95,1.59
PRT,1982,female,76.18,11.65,1.88
PRT,1982,male,69.15,13.79,1.61
PRT,1983,female,76.07,11.48,1.89
PRT,1983,male,69.15,13.58,1.63
PRT,1984,female,76.45,11.31,1.91
PRT,1984,male,69.36,13.44,1.64
PRT,1985,female,76.74,11.19,1.92
PRT,1985,male,69.64,13.33,1.65
PRT,1986,female,77.07,11.26,1.92
PRT,1986,male,70.15,13.35,1.66
PRT,1987,female,77.47,11.15,1.94
PRT,1987,male,70.57,13.27,1.67
PRT,1988,female,77.64,10.99,1.96
PRT,1988,male,70.50,13.19,1.68
PRT,1989,female,78.17,10.88,1.97
PRT,1989,male,71.10,13.14,1.69
PRT,1990,female,77.80,10.65,1.99
PRT,1990,male,70.76,12.96,1.70
PRT,1991,female,77.89,10.73,1.98
PRT,1991,male,70.58,13.20,1.68
PRT,1992,female,78.59,10.65,2.00
PRT,1992,male,71.14,13.15,1.69
PRT,1993,female,78.40,10.56,2.00
PRT,1993,male,71.10,12.83,1.71
PRT,1994,female,79.25,10.57,2.01
PRT,1994,male,72.15,12.75,1.73
PRT,1995,female,79.22,10.39,2.03
PRT,1995,male,71.86,12.89,1.72
PRT,1996,female,79.23,10.31,2.04
PRT,1996,male,71.73,12.81,1.72
PRT,1997,female,79.51,10.43,2.03
PRT,1997,male,72.28,12.74,1.74
PRT,1998,female,79.75,10.25,2.05
PRT,1998,male,72.47,12.63,1.75
PRT,1999,female,79.88,10.08,2.07
PRT,1999,male,72.73,12.43,1.77
PRT,2000,female,80.34,10.08,2.08
PRT,2000,male,73.26,12.35,1.78
PRT,2001,female,80.66,10.00,2.09
PRT,2001,male,73.57,12.30,1.79
PRT,2002,female,80.81,9.93,2.10
PRT,2002,male,73.86,12.10,1.81
PRT,2003,female,80.83,9.78,2.11
PRT,2003,male,74.21,11.83,1.84
PRT,2004,female,81.76,9.79,2.12
PRT,2004,male,74.93,11.92,1.84
PRT,2005,female,81.58,9.61,2.14
PRT,2005,male,74.87,11.68,1.86
PRT,2006,female,82.48,9.56,2.15
PRT,2006,male,75.47,11.74,1.86
PRT,2007,female,82.44,9.50,2.16
PRT,2007,male,75.88,11.56,1.88
PRT,2008,female,82.64,9.42,2.17
PRT,2008,male,76.21,11.40,1.90
PRT,2009,female,82.78,9.45,2.17
PRT,2009,male,76.47,11.42,1.90
PRT,2010,female,83.04,9.29,2.19
PRT,2010,male,76.74,11.17,1.93
PRT,2011,female,83.50,9.27,2.20
PRT,2011,male,77.17,11.30,1.92
PRT,2012,female,83.38,9.07,2.22
PRT,2012,male,77.25,10.99,1.95
RUS,1959,female,71.14,15.17,1.55
RUS,1959,male,62.84,17.10,1.30
RUS,1960,female,72.31,14.94,1.58
RUS,1960,male,63.67,16.99,1.32
RUS,1961,female,72.63,14.36,1.62
RUS,1961,male,63.91,16.57,1.35
RUS,1962,female,72.27,13.77,1.66
RUS,1962,male,63.67,16.04,1.38
RUS,1963,female,72.78,13.84,1.66
RUS,1963,male,64.12,16.11,1.38
RUS,1964,female,73.58,13.72,1.68
RUS,1964,male,64.89,15.98,1.40
RUS,1965,female,73.33,13.26,1.71
RUS,1965,male,64.37,15.70,1.41
RUS,1966,female,73.55,13.26,1.71
RUS,1966,male,64.29,15.74,1.41
RUS,1967,female,73.43,13.06,1.73
RUS,1967,male,64.02,15.68,1.41
RUS,1968,female,73.56,13.13,1.72
RUS,1968,male,63.73,15.85,1.39
RUS,1969,female,73.29,12.98,1.73
RUS,1969,male,63.07,15.76,1.39
RUS,1970,female,73.44,12.86,1.74
RUS,1970,male,63.07,15.68,1.39
RUS,1971,female,73.77,12.76,1.75
RUS,1971,male,63.24,15.65,1.40
RUS,1972,female,73.62,12.67,1.76
RUS,1972,male,63.24,15.53,1.40
RUS,1973,female,73.56,12.56,1.77
RUS,1973,male,63.28,15.43,1.41
RUS,1974,female,73.77,12.84,1.75
RUS,1974,male,63.12,15.74,1.39
RUS,1975,female,73.23,12.81,1.74
RUS,1975,male,62.48,15.69,1.38
RUS,1976,female,73.04,12.89,1.73
RUS,1976,male,62.19,15.85,1.37
RUS,1977,female,73.19,12.91,1.74
RUS,1977,male,61.82,16.00,1.35
RUS,1978,female,73.23,13.00,1.73
RUS,1978,male,61.83,15.98,1.35
RUS,1979,female,73.02,12.80,1.74
RUS,1979,male,61.49,15.86,1.35
RUS,1980,female,72.96,12.80,1.74
RUS,1980,male,61.38,15.85,1.35
RUS,1981,female,73.18,12.82,1.74
RUS,1981,male,61.61,15.92,1.35
RUS,1982,female,73.64,12.72,1.76
RUS,1982,male,62.24,15.77,1.37
RUS,1983,female,73.41,12.64,1.76
RUS,1983,male,62.15,15.59,1.38
RUS,1984,female,72.96,12.55,1.76
RUS,1984,male,61.71,15.53,1.38
RUS,1985,female,73.23,12.31,1.78
RUS,1985,male,62.72,15.13,1.42
RUS,1986,female,74.22,12.08,1.82
RUS,1986,male,64.77,14.61,1.49
RUS,1987,female,74.26,11.97,1.83
RUS,1987,male,64.83,14.54,1.49
RUS,1988,female,74.25,11.90,1.83
RUS,1988,male,64.61,14.64,1.48
RUS,1989,female,74.50,12.05,1.82
RUS,1989,male,64.20,14.95,1.46
RUS,1990,female,74.32,11.98,1.83
RUS,1990,male,63.76,14.97,1.45
RUS,1991,female,74.23,12.12,1.81
RUS,1991,male,63.41,15.15,1.43
RUS,1992,female,73.71,12.38,1.78
RUS,1992,male,61.96,15.61,1.38
RUS,1993,female,71.85,12.87,1.72
RUS,1993,male,58.80,15.91,1.31
RUS,1994,female,71.07,13.08,1.69
RUS,1994,male,57.38,15.94,1.28
RUS,1995,female,71.60,13.00,1.71
RUS,1995,male,58.11,16.13,1.28
RUS,1996,female,72.41,12.67,1.74
RUS,1996,male,59.61,15.92,1.32
RUS,1997,female,72.85,12.43,1.77
RUS,1997,male,60.84,15.58,1.36
RUS,1998,female,73.12,12.36,1.78
RUS,1998,male,61.19,15.62,1.37
RUS,1999,female,72.42,12.52,1.75
RUS,1999,male,59.86,15.77,1.33
RUS,2000,female,72.25,12.60,1.75
RUS,2000,male,58.99,15.91,1.31
RUS,2001,female,72.16,12.70,1.74
RUS,2001,male,58.88,15.83,1.31
RUS,2002,female,71.89,12.71,1.73
RUS,2002,male,58.63,15.61,1.32
RUS,2003,female,71.84,12.75,1.73
RUS,2003,male,58.50,15.59,1.32
RUS,2004,female,72.31,12.76,1.73
RUS,2004,male,58.85,15.71,1.32
RUS,2005,female,72.41,12.74,1.74
RUS,2005,male,58.85,15.74,1.32
RUS,2006,female,73.24,12.45,1.77
RUS,2006,male,60.33,15.63,1.35
RUS,2007,female,73.90,12.30,1.79
RUS,2007,male,61.33,15.49,1.38
RUS,2008,female,74.18,12.17,1.81
RUS,2008,male,61.78,15.28,1.40
RUS,2009,female,74.70,12.08,1.82
RUS,2009,male,62.73,15.09,1.42
RUS,2010,female,74.79,11.97,1.83
RUS,2010,male,62.95,15.01,1.43
SVK,1950,female,62.55,19.15,1.18
SVK,1950,male,59.14,20.25,1.07
SVK,1951,female,63.34,18.42,1.24
SVK,1951,male,59.21,19.94,1.09
SVK,1952,female,66.28,16.02,1.42
SVK,1952,male,62.36,17.65,1.26
SVK,1953,female,67.51,15.00,1.50
SVK,1953,male,63.75,16.57,1.35
SVK,1954,female,68.39,14.09,1.58
SVK,1954,male,64.96,15.57,1.43
SVK,1955,female,69.82,13.61,1.64
SVK,1955,male,65.83,15.39,1.45
SVK,1956,female,70.41,13.35,1.66
SVK,1956,male,66.29,14.93,1.49
SVK,1957,female,69.50,13.47,1.64
SVK,1957,male,65.38,15.12,1.46
SVK,1958,female,71.50,12.79,1.72
SVK,1958,male,67.14,14.48,1.53
SVK,1959,female,71.29,12.37,1.75
SVK,1959,male,66.74,14.23,1.55
SVK,1960,female,72.53,12.10,1.79
SVK,1960,male,68.13,13.88,1.59
SVK,1961,female,73.01,12.05,1.80
SVK,1961,male,68.53,13.84,1.60
SVK,1962,female,72.65,11.51,1.84
SVK,1962,male,68.00,13.17,1.64
SVK,1963,female,73.21,11.83,1.82
SVK,1963,male,68.20,13.82,1.60
SVK,1964,female,73.48,11.88,1.82
SVK,1964,male,68.67,13.76,1.61
SVK,1965,female,72.79,11.90,1.81
SVK,1965,male,67.81,13.74,1.60
SVK,1966,female,73.18,11.72,1.83
SVK,1966,male,67.72,13.79,1.59
SVK,1967,female,73.76,11.68,1.84
SVK,1967,male,68.23,13.86,1.59
SVK,1968,female,73.45,11.55,1.85
SVK,1968,male,67.57,13.76,1.59
SVK,1969,female,73.05,11.90,1.81
SVK,1969,male,66.68,14.00,1.56
SVK,1970,female,72.93,11.72,1.83
SVK,1970,male,66.66,13.86,1.57
SVK,1971,female,73.26,11.64,1.84
SVK,1971,male,66.62,13.79,1.58
SVK,1972,female,73.85,11.69,1.84
SVK,1972,male,66.94,14.16,1.55
SVK,1973,female,73.40,11.77,1.83
SVK,1973,male,66.79,13.93,1.57
SVK,1974,female,73.70,11.48,1.86
SVK,1974,male,66.82,13.76,1.58
SVK,1975,female,73.93,11.49,1.86
SVK,1975,male,66.85,13.86,1.57
SVK,1976,female,74.09,11.52,1.86
SVK,1976,male,67.01,13.92,1.57
SVK,1977,female,74.28,11.27,1.89
SVK,1977,male,66.75,13.72,1.58
SVK,1978,female,74.12,11.59,1.86
SVK,1978,male,66.90,13.67,1.59
SVK,1979,female,74.56,11.27,1.89
SVK,1979,male,67.11,13.63,1.59
SVK,1980,female,74.26,11.17,1.89
SVK,1980,male,66.71,13.40,1.61
SVK,1981,female,74.70,11.20,1.90
SVK,1981,male,66.79,13.63,1.59
SVK,1982,female,74.76,11.09,1.91
SVK,1982,male,66.98,13.36,1.61
SVK,1983,female,74.52,11.09,1.91
SVK,1983,male,66.65,13.30,1.61
SVK,1984,female,74.89,11.04,1.91
SVK,1984,male,66.77,13.39,1.61
SVK,1985,female,74.75,11.04,1.91
SVK,1985,male,66.88,13.32,1.61
SVK,1986,female,74.92,10.80,1.94
SVK,1986,male,67.04,13.02,1.64
SVK,1987,female,75.10,11.08,1.91
SVK,1987,male,67.19,13.22,1.63
SVK,1988,female,75.43,10.95,1.93
SVK,1988,male,67.04,13.16,1.63
SVK,1989,female,75.29,10.88,1.93
SVK,1989,male,66.80,13.22,1.62
SVK,1990,female,75.39,10.92,1.93
SVK,1990,male,66.52,13.29,1.61
SVK,1991,female,75.25,11.08,1.92
SVK,1991,male,66.77,13.23,1.62
SVK,1992,female,75.87,10.89,1.94
SVK,1992,male,67.07,13.21,1.62
SVK,1993,female,76.14,10.72,1.96
SVK,1993,male,67.73,12.89,1.66
SVK,1994,female,76.46,10.63,1.97
SVK,1994,male,68.25,12.95,1.66
SVK,1995,female,76.29,10.60,1.97
SVK,1995,male,68.27,12.78,1.68
SVK,1996,female,76.79,10.57,1.98
SVK,1996,male,68.71,12.71,1.69
SVK,1997,female,76.67,10.58,1.98
SVK,1997,male,68.72,12.71,1.69
SVK,1998,female,76.74,10.56,1.98
SVK,1998,male,68.46,12.77,1.68
SVK,1999,female,77.10,10.41,2.00
SVK,1999,male,68.85,12.68,1.69
SVK,2000,female,77.30,10.20,2.03
SVK,2000,male,69.00,12.63,1.70
SVK,2001,female,77.66,10.14,2.04
SVK,2001,male,69.47,12.45,1.72
SVK,2002,female,77.70,10.38,2.01
SVK,2002,male,69.80,12.51,1.72
SVK,2003,female,77.80,10.29,2.02
SVK,2003,male,69.82,12.52,1.72
SVK,2004,female,78.04,10.31,2.02
SVK,2004,male,70.34,12.33,1.74
SVK,2005,female,78.10,10.06,2.05
SVK,2005,male,70.20,12.30,1.74
SVK,2006,female,78.39,10.03,2.06
SVK,2006,male,70.43,12.27,1.75
SVK,2007,female,78.35,10.12,2.05
SVK,2007,male,70.59,12.28,1.75
SVK,2008,female,78.85,9.97,2.07
SVK,2008,male,70.83,12.39,1.74
SVK,2009,female,78.95,9.95,2.07
SVK,2009,male,71.39,12.26,1.76
SVK,2010,female,79.15,9.85,2.08
SVK,2010,male,71.73,12.01,1.79
SVK,2011,female,79.65,9.81,2.09
SVK,2011,male,72.25,12.13,1.78
SVK,2012,female,79.75,9.72,2.10
SVK,2012,male,72.49,12.06,1.79
SVK,2013,female,79.97,9.87,2.09
SVK,2013,male,72.90,11.87,1.82
SVK,2014,female,80.32,9.91,2.09
SVK,2014,male,73.25,11.99,1.81
SVN,1983,female,74.88,11.04,1.91
SVN,1983,male,66.77,12.91,1.64
SVN,1984,female,75.28,10.85,1.94
SVN,1984,male,67.22,13.14,1.63
SVN,1985,female,75.80,10.57,1.97
SVN,1985,male,67.55,13.11,1.64
SVN,1986,female,76.14,10.54,1.98
SVN,1986,male,68.27,12.87,1.67
SVN,1987,female,76.22,10.63,1.97
SVN,1987,male,68.07,13.02,1.65
SVN,1988,female,76.79,10.67,1.97
SVN,1988,male,68.80,12.80,1.68
